locus_tag	ftype	length_bp	gene	EC_number	COG	product
MBBINGLK_03872	CDS	1050	dppB_2		COG0601	Dipeptide transport system permease protein DppB
MBBINGLK_03873	CDS	834	ddpC		COG1173	putative D,D-dipeptide transport system permease protein DdpC
MBBINGLK_03874	CDS	837	dppD_2		COG0444	Dipeptide transport ATP-binding protein DppD
MBBINGLK_03875	CDS	705	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
MBBINGLK_03876	CDS	690				hypothetical protein
MBBINGLK_03877	CDS	1314	gltP		COG1301	Proton/glutamate-aspartate symporter
MBBINGLK_03878	CDS	597	nrfG		COG4235	Formate-dependent nitrite reductase complex subunit NrfG
MBBINGLK_03879	CDS	384	ccmH_2		COG3088	Cytochrome c-type biogenesis protein CcmH
MBBINGLK_03880	CDS	1623	ccmF_2		COG1138	Cytochrome c-type biogenesis protein CcmF
MBBINGLK_03881	CDS	957				hypothetical protein
MBBINGLK_03882	CDS	672	ydhX_2		COG0437	putative ferredoxin-like protein YdhX
MBBINGLK_03883	CDS	567	nrfB			Cytochrome c-type protein NrfB
MBBINGLK_03884	CDS	1437	nrfA	1.7.2.2	COG3303	Cytochrome c-552
MBBINGLK_03885	CDS	1959	acs_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
MBBINGLK_03886	CDS	315	yjcH		COG3162	Inner membrane protein YjcH
MBBINGLK_03887	CDS	1650	actP		COG4147	Cation/acetate symporter ActP
MBBINGLK_03888	CDS	690	yohK_2		COG1346	Inner membrane protein YohK
MBBINGLK_03889	CDS	411	cidA			Holin-like protein CidA
MBBINGLK_03890	CDS	885	oxyR_2			Hydrogen peroxide-inducible genes activator
MBBINGLK_03891	CDS	1650	nhaK		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
MBBINGLK_03892	CDS	1350	ghxP		COG2252	Guanine/hypoxanthine permease GhxP
MBBINGLK_03893	CDS	465	soxR		COG0789	Redox-sensitive transcriptional activator SoxR
MBBINGLK_03894	CDS	324	soxS			Regulatory protein SoxS
MBBINGLK_03895	CDS	1587	pdeC	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeC
MBBINGLK_03896	CDS	282				hypothetical protein
MBBINGLK_03897	CDS	537	ssb_1		COG0629	Single-stranded DNA-binding protein
MBBINGLK_03898	CDS	2823	uvrA		COG0178	UvrABC system protein A
MBBINGLK_03899	CDS	357	yjbR		COG2315	putative protein YjbR
MBBINGLK_03900	CDS	417				hypothetical protein
MBBINGLK_03901	CDS	714	aphA	3.1.3.2	COG3700	Class B acid phosphatase
MBBINGLK_03902	CDS	1821	dctB	2.7.13.3		C4-dicarboxylate transport sensor protein DctB
MBBINGLK_03903	CDS	1359	dctD			C4-dicarboxylate transport transcriptional regulatory protein DctD
MBBINGLK_03904	CDS	1074	ldh	1.1.1.27	COG2055	L-lactate dehydrogenase
MBBINGLK_03905	CDS	1500	ybhI_3		COG0471	Inner membrane protein YbhI
MBBINGLK_03906	CDS	873	sucD_2	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
MBBINGLK_03907	CDS	1170	sucC_2	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
MBBINGLK_03908	CDS	1419	lpd	1.8.1.4		Dihydrolipoyl dehydrogenase
MBBINGLK_03909	CDS	1155	sucB_2	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
MBBINGLK_03910	CDS	2745	sucA_2	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
MBBINGLK_03911	CDS	1194	tyrB	2.6.1.57	COG1448	Aromatic-amino-acid aminotransferase
MBBINGLK_03912	CDS	999	nadR_2		COG1056	Trifunctional NAD biosynthesis/regulator protein NadR
MBBINGLK_03913	CDS	558				hypothetical protein
MBBINGLK_03914	CDS	1080	alr	5.1.1.1	COG0787	Alanine racemase, biosynthetic
MBBINGLK_03915	CDS	1416	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
MBBINGLK_03916	CDS	1035	cytR_1		COG1609	HTH-type transcriptional repressor CytR
MBBINGLK_03917	CDS	1572	carA_2	2.8.3.23	COG4670	Caffeate CoA-transferase
MBBINGLK_03918	CDS	780	crt_2	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
MBBINGLK_03919	CDS	1401	ydfJ_2			Putative transporter YdfJ
MBBINGLK_03920	CDS	2049				hypothetical protein
MBBINGLK_03921	CDS	984	qorA	1.6.5.5	COG0604	Quinone oxidoreductase 1
MBBINGLK_03922	CDS	243	pspG			Phage shock protein G
MBBINGLK_03923	CDS	996	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
MBBINGLK_03924	CDS	516	zur		COG0735	Zinc uptake regulation protein
MBBINGLK_03925	CDS	210				hypothetical protein
MBBINGLK_03926	CDS	1326	dinF		COG0534	DNA damage-inducible protein F
MBBINGLK_03927	CDS	609	lexA_3	3.4.21.88	COG1974	LexA repressor
MBBINGLK_03928	CDS	369	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
MBBINGLK_03929	CDS	2424	plsB	2.3.1.15	COG2937	Glycerol-3-phosphate acyltransferase
MBBINGLK_03930	CDS	873	ubiA	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
MBBINGLK_03931	CDS	498	ubiC	4.1.3.40	COG3161	Chorismate pyruvate-lyase
MBBINGLK_03932	CDS	921				hypothetical protein
MBBINGLK_03933	CDS	1338	lamB		COG4580	Maltoporin
MBBINGLK_03934	CDS	1116	malK	7.5.2.1		Maltose/maltodextrin import ATP-binding protein MalK
MBBINGLK_03935	CDS	96				hypothetical protein
MBBINGLK_03936	CDS	1191	malE		COG2182	Maltose/maltodextrin-binding periplasmic protein
MBBINGLK_03937	CDS	1545	malF		COG1175	Maltose/maltodextrin transport system permease protein MalF
MBBINGLK_03938	CDS	891	malG		COG3833	Maltose/maltodextrin transport system permease protein MalG
MBBINGLK_03939	CDS	411	psiE		COG3223	Protein PsiE
MBBINGLK_03940	CDS	159				hypothetical protein
MBBINGLK_03941	CDS	2097				hypothetical protein
MBBINGLK_03942	CDS	738				hypothetical protein
MBBINGLK_03943	CDS	639	gfcB			putative lipoprotein GfcB
MBBINGLK_03944	CDS	243				hypothetical protein
MBBINGLK_03945	CDS	1650	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
MBBINGLK_03946	CDS	1350	lysC	2.7.2.4	COG0527	Lysine-sensitive aspartokinase 3
MBBINGLK_03947	CDS	273				hypothetical protein
MBBINGLK_03948	CDS	873	rluF	5.4.99.-	COG1187	Dual-specificity RNA pseudouridine synthase RluF
MBBINGLK_03949	CDS	948	sorC_2		COG2390	Sorbitol operon regulator
MBBINGLK_03950	CDS	807	bacC	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
MBBINGLK_03951	CDS	408	sorF		COG2893	PTS system sorbose-specific EIIA component
MBBINGLK_03952	CDS	495	sorB_3	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
MBBINGLK_03953	CDS	798	sorA		COG3715	PTS system sorbose-specific EIIC component
MBBINGLK_03954	CDS	825	sorM_1		COG3716	PTS system sorbose-specific EIID component
MBBINGLK_03955	CDS	1230	yggP_2	1.1.1.17	COG1063	Mannitol-1-phosphate 5-dehydrogenase
MBBINGLK_03956	CDS	690	pepE	3.4.13.21	COG3340	Peptidase E
MBBINGLK_03957	CDS	1632				hypothetical protein
MBBINGLK_03958	CDS	450				hypothetical protein
MBBINGLK_03959	CDS	321				hypothetical protein
MBBINGLK_03960	CDS	3684	metH	2.1.1.13	COG0646	Methionine synthase
MBBINGLK_03961	CDS	825	iclR		COG1414	Transcriptional repressor IclR
MBBINGLK_03962	CDS	1725	aceK	2.7.11.5	COG4579	Isocitrate dehydrogenase kinase/phosphatase
MBBINGLK_03963	CDS	1305	aceA	4.1.3.1	COG2224	Isocitrate lyase
MBBINGLK_03964	CDS	1602	aceB	2.3.3.9	COG2225	Malate synthase A
MBBINGLK_03965	CDS	930	metAS	2.3.1.46	COG1897	Homoserine O-succinyltransferase
MBBINGLK_03966	CDS	444	yjaB	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YjaB
MBBINGLK_03967	CDS	384				hypothetical protein
MBBINGLK_03968	rRNA	111				5S ribosomal RNA
MBBINGLK_03969	CDS	1536				hypothetical protein
MBBINGLK_03970	CDS	585	tfaE_2			Prophage tail fiber assembly protein TfaE
MBBINGLK_03971	CDS	657				hypothetical protein
MBBINGLK_03972	CDS	270				hypothetical protein
MBBINGLK_03973	CDS	171				hypothetical protein
MBBINGLK_03974	CDS	507	yciE		COG3685	Protein YciE
MBBINGLK_03975	CDS	501	yciF		COG3685	Protein YciF
MBBINGLK_03976	CDS	180				hypothetical protein
MBBINGLK_03977	CDS	807	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
MBBINGLK_03978	CDS	1194	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
MBBINGLK_03979	CDS	1359	trpC		COG0134	Tryptophan biosynthesis protein TrpCF
MBBINGLK_03980	CDS	1596	trpGD		COG0512	Bifunctional protein TrpGD
MBBINGLK_03981	CDS	1563	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
MBBINGLK_03982	CDS	882	yciV	3.1.13.-	COG0613	5'-3' exoribonuclease
MBBINGLK_03983	CDS	621	yciO		COG0009	putative protein YciO
MBBINGLK_03984	CDS	1899				hypothetical protein
MBBINGLK_03985	CDS	876	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
MBBINGLK_03986	CDS	591	btuR_1	2.5.1.17	COG2109	Corrinoid adenosyltransferase
MBBINGLK_03987	CDS	759	yciK	1.-.-.-	COG1028	putative oxidoreductase YciK
MBBINGLK_03988	CDS	1050	sohB	3.4.21.-	COG0616	putative protease SohB
MBBINGLK_03989	CDS	252	yciN			Protein YciN
MBBINGLK_03990	CDS	2598	topA_2	5.6.2.1	COG0550	DNA topoisomerase 1
MBBINGLK_03991	CDS	975	cysB			HTH-type transcriptional regulator CysB
MBBINGLK_03992	CDS	129	ymiA			Protein YmiA
MBBINGLK_03993	CDS	168				hypothetical protein
MBBINGLK_03994	CDS	2676	acnA	4.2.1.3	COG1048	Aconitate hydratase A
MBBINGLK_03995	CDS	591	ribA	3.5.4.25	COG0807	GTP cyclohydrolase-2
MBBINGLK_03996	CDS	765	pgpB	3.1.3.27	COG0671	Phosphatidylglycerophosphatase B
MBBINGLK_03997	CDS	309	lapA		COG3771	Lipopolysaccharide assembly protein A
MBBINGLK_03998	CDS	1170	lapB		COG2956	Lipopolysaccharide assembly protein B
MBBINGLK_03999	CDS	798	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
MBBINGLK_04000	CDS	327	yciH		COG0023	putative protein YciH
MBBINGLK_04001	CDS	219	osmB			Osmotically-inducible lipoprotein B
MBBINGLK_04002	CDS	750	srlR_6		COG1349	Glucitol operon repressor
MBBINGLK_04003	CDS	174				hypothetical protein
MBBINGLK_04004	CDS	1986	pdeR	3.1.4.52	COG2199	Cyclic di-GMP phosphodiesterase PdeR
MBBINGLK_04005	CDS	1935	rnb	3.1.13.1	COG4776	Exoribonuclease 2
MBBINGLK_04006	CDS	1128				hypothetical protein
MBBINGLK_04007	CDS	789	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
MBBINGLK_04008	CDS	567	betI_2			HTH-type transcriptional regulator BetI
MBBINGLK_04009	CDS	1122	mexA			Multidrug resistance protein MexA
MBBINGLK_04010	CDS	3108	mexB_2		COG0841	Multidrug resistance protein MexB
MBBINGLK_04011	CDS	1374	ttgC		COG1538	putative efflux pump outer membrane protein TtgC
MBBINGLK_04012	CDS	1164	bcr_2			Bicyclomycin resistance protein
MBBINGLK_04013	CDS	807	sapF		COG4167	Putrescine export system ATP-binding protein SapF
MBBINGLK_04014	CDS	993	sapD		COG4170	Putrescine export system ATP-binding protein SapD
MBBINGLK_04015	CDS	891	sapC		COG4171	Putrescine export system permease protein SapC
MBBINGLK_04016	CDS	966	sapB_2		COG4168	Putrescine export system permease protein SapB
MBBINGLK_04017	CDS	1644	sapA		COG4166	Peptide transport periplasmic protein SapA
MBBINGLK_04018	CDS	246				hypothetical protein
MBBINGLK_04019	CDS	978	pspF		COG1221	Psp operon transcriptional activator
MBBINGLK_04020	CDS	669	pspA		COG1842	Phage shock protein A
MBBINGLK_04021	CDS	225	pspB_2			Phage shock protein B
MBBINGLK_04022	CDS	360	pspC		COG1983	Phage shock protein C
MBBINGLK_04023	CDS	222	pspD			Phage shock protein D
MBBINGLK_04024	CDS	315	pspE	2.8.1.1	COG0607	Thiosulfate sulfurtransferase PspE
MBBINGLK_04025	CDS	1680	ycjM	2.4.1.352	COG0366	Glucosylglycerate phosphorylase
MBBINGLK_04026	CDS	1293				hypothetical protein
MBBINGLK_04027	CDS	882	ycjO		COG1175	Inner membrane ABC transporter permease protein YcjO
MBBINGLK_04028	CDS	843	ycjP		COG0395	Inner membrane ABC transporter permease protein YcjP
MBBINGLK_04029	CDS	1053	tdh_2	1.1.1.103		L-threonine 3-dehydrogenase
MBBINGLK_04030	CDS	789				hypothetical protein
MBBINGLK_04031	CDS	1056	iolG	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
MBBINGLK_04032	CDS	2268	ycjT	2.4.1.230	COG1554	Kojibiose phosphorylase
MBBINGLK_04033	CDS	660	ycjU	5.4.2.6	COG0637	Beta-phosphoglucomutase
MBBINGLK_04034	CDS	1083	msmX	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
MBBINGLK_04035	CDS	906	ompG			Outer membrane porin G
MBBINGLK_04036	CDS	999	ccpA		COG1609	Catabolite control protein A
MBBINGLK_04037	CDS	1398	ycjX		COG3106	putative protein YcjX
MBBINGLK_04038	CDS	1062				hypothetical protein
MBBINGLK_04039	CDS	1542	tyrR		COG3283	Transcriptional regulatory protein TyrR
MBBINGLK_04040	CDS	507	tpx	1.11.1.15	COG2077	Thiol peroxidase
MBBINGLK_04041	CDS	966	ycjG	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
MBBINGLK_04042	CDS	729	mpaA	3.4.17.-	COG2866	Murein peptide amidase A
MBBINGLK_04043	CDS	639				hypothetical protein
MBBINGLK_04044	CDS	921	ycjY_2		COG1073	putative protein YcjY
MBBINGLK_04045	CDS	900	pgrR_3			HTH-type transcriptional regulator PgrR
MBBINGLK_04046	CDS	1614	mppA		COG4166	Periplasmic murein peptide-binding protein
MBBINGLK_04047	CDS	1032	ynaI		COG0668	Low conductance mechanosensitive channel YnaI
MBBINGLK_04048	CDS	258				hypothetical protein
MBBINGLK_04049	CDS	951	uspE		COG0589	Universal stress protein E
MBBINGLK_04050	CDS	753	fnr		COG0664	Fumarate and nitrate reduction regulatory protein
MBBINGLK_04051	CDS	516	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
MBBINGLK_04052	CDS	816	nimR_2			HTH-type transcriptional regulator NimR
MBBINGLK_04053	CDS	1029	emrA_2			Colistin resistance protein EmrA
MBBINGLK_04054	CDS	1512	emrB_2			Colistin resistance protein EmrB
MBBINGLK_04055	CDS	564	smrA	3.1.-.-	COG2840	putative DNA endonuclease SmrA
MBBINGLK_04056	CDS	1233	dgcM	2.7.7.65	COG2199	Diguanylate cyclase DgcM
MBBINGLK_04057	CDS	984	zntB		COG0598	Zinc transport protein ZntB
MBBINGLK_04058	CDS	174	ynaL			Protein YnaL
MBBINGLK_04059	CDS	1374	dbpA_1	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
MBBINGLK_04060	CDS	936	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
MBBINGLK_04061	CDS	222				hypothetical protein
MBBINGLK_04062	CDS	435	uspF		COG0589	Universal stress protein F
MBBINGLK_04063	CDS	1134	ompN		COG3203	Outer membrane porin N
MBBINGLK_04064	CDS	3525	nifJ	1.2.7.-	COG0674	Pyruvate-flavodoxin oxidoreductase
MBBINGLK_04065	CDS	267				hypothetical protein
MBBINGLK_04066	CDS	423	hslJ		COG3187	Heat shock protein HslJ
MBBINGLK_04067	CDS	990	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
MBBINGLK_04068	CDS	2640				hypothetical protein
MBBINGLK_04069	CDS	186				hypothetical protein
MBBINGLK_04070	CDS	327				hypothetical protein
MBBINGLK_04071	CDS	7581				hypothetical protein
MBBINGLK_04072	CDS	861	pdxI	1.1.1.65		Pyridoxine 4-dehydrogenase
MBBINGLK_04073	CDS	606	ynbA_1		COG0558	Inner membrane protein YnbA
MBBINGLK_04074	CDS	897				hypothetical protein
MBBINGLK_04075	CDS	1758	ynbC		COG2267	putative protein YnbC
MBBINGLK_04076	CDS	1269	ynbD		COG0671	putative protein YnbD
MBBINGLK_04077	CDS	606	azoR	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase
MBBINGLK_04078	CDS	3903				hypothetical protein
MBBINGLK_04079	CDS	801	ydcF		COG1434	Protein YdcF
MBBINGLK_04080	CDS	1440	aldA	1.2.1.22	COG1012	Lactaldehyde dehydrogenase
MBBINGLK_04081	CDS	1002	gap	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
MBBINGLK_04082	CDS	531	cybB		COG3038	Cytochrome b561
MBBINGLK_04083	CDS	174				hypothetical protein
MBBINGLK_04084	CDS	456	trg		COG0840	Methyl-accepting chemotaxis protein III
MBBINGLK_04085	CDS	924	catM			HTH-type transcriptional regulator CatM
MBBINGLK_04086	CDS	1344			COG5383	putative protein
MBBINGLK_04087	CDS	1620	mdoD		COG3131	Glucans biosynthesis protein D
MBBINGLK_04088	CDS	225				hypothetical protein
MBBINGLK_04089	CDS	540	rimL	2.3.1.-	COG1670	Ribosomal-protein-serine acetyltransferase
MBBINGLK_04090	CDS	981				hypothetical protein
MBBINGLK_04091	CDS	993	tehA		COG1275	Tellurite resistance protein TehA
MBBINGLK_04092	CDS	594	tehB	2.1.1.265	COG0500	Tellurite methyltransferase
MBBINGLK_04093	CDS	669				hypothetical protein
MBBINGLK_04094	CDS	1173	ydcO		COG3135	Inner membrane protein YdcO
MBBINGLK_04095	CDS	537	sutR		COG1396	HTH-type transcriptional regulator SutR
MBBINGLK_04096	CDS	2004	rlhA_2		COG0826	23S rRNA 5-hydroxycytidine synthase
MBBINGLK_04097	CDS	171				hypothetical protein
MBBINGLK_04098	CDS	1407	lysN	2.6.1.39	COG1167	2-aminoadipate transaminase
MBBINGLK_04099	CDS	1146	ydcS	2.3.1.-		Bifunctional polyhydroxybutyrate synthase / ABC transporter periplasmic binding protein
MBBINGLK_04100	CDS	1014	potA_3	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
MBBINGLK_04101	CDS	942	ydcU		COG1176	Inner membrane ABC transporter permease protein YdcU
MBBINGLK_04102	CDS	795	ydcV_3			Inner membrane ABC transporter permease protein YdcV
MBBINGLK_04103	CDS	1425	prr	1.2.1.19	COG1012	Gamma-aminobutyraldehyde dehydrogenase
MBBINGLK_04104	CDS	174	ortT			Orphan toxin OrtT
MBBINGLK_04105	CDS	234	ydcY			putative protein YdcY
MBBINGLK_04106	CDS	450	ydcZ		COG3238	Inner membrane protein YdcZ
MBBINGLK_04107	CDS	519	mnaT	2.3.1.-	COG1247	L-amino acid N-acyltransferase MnaT
MBBINGLK_04108	CDS	237				hypothetical protein
MBBINGLK_04109	CDS	2103	cntO_2			Metal-pseudopaline receptor CntO
MBBINGLK_04110	CDS	1062	yncE_1		COG3391	putative protein YncE
MBBINGLK_04111	CDS	1500	ansP2		COG1113	L-asparagine permease 2
MBBINGLK_04112	CDS	177				hypothetical protein
MBBINGLK_04113	CDS	411				hypothetical protein
MBBINGLK_04114	CDS	285				hypothetical protein
MBBINGLK_04115	CDS	411	ydfO_1		COG5562	putative protein YdfO
MBBINGLK_04116	CDS	465				hypothetical protein
MBBINGLK_04117	CDS	138				hypothetical protein
MBBINGLK_04118	CDS	534	rrrD_2	3.2.1.17	COG3772	Lysozyme RrrD
MBBINGLK_04119	CDS	273				hypothetical protein
MBBINGLK_04120	CDS	345				hypothetical protein
MBBINGLK_04121	CDS	216				hypothetical protein
MBBINGLK_04122	CDS	228				hypothetical protein
MBBINGLK_04123	tRNA	77				tRNA-Arg(tct)
MBBINGLK_04124	tRNA	77				tRNA-Arg(tcg)
MBBINGLK_04125	tRNA	76				tRNA-Met(cat)
MBBINGLK_04126	CDS	1050				hypothetical protein
MBBINGLK_04127	CDS	198				hypothetical protein
MBBINGLK_04128	CDS	822				hypothetical protein
MBBINGLK_04129	CDS	375	rusA_3	3.1.22.4	COG4570	Crossover junction endodeoxyribonuclease RusA
MBBINGLK_04130	CDS	1047				hypothetical protein
MBBINGLK_04131	CDS	213				hypothetical protein
MBBINGLK_04132	CDS	1002				hypothetical protein
MBBINGLK_04133	CDS	1023				hypothetical protein
MBBINGLK_04134	CDS	423				hypothetical protein
MBBINGLK_04135	CDS	1071				hypothetical protein
MBBINGLK_04136	CDS	426				hypothetical protein
MBBINGLK_04137	CDS	243				hypothetical protein
MBBINGLK_04138	CDS	339				hypothetical protein
MBBINGLK_04139	CDS	237				hypothetical protein
MBBINGLK_04140	CDS	129	ydfB			putative protein YdfB
MBBINGLK_04141	CDS	222				hypothetical protein
MBBINGLK_04142	CDS	165				hypothetical protein
MBBINGLK_04143	CDS	189				hypothetical protein
MBBINGLK_04144	CDS	192				hypothetical protein
MBBINGLK_04145	CDS	2472				hypothetical protein
MBBINGLK_04146	CDS	1131				hypothetical protein
MBBINGLK_04147	CDS	639	ompW		COG3047	Outer membrane protein W
MBBINGLK_04148	CDS	744				hypothetical protein
MBBINGLK_04149	CDS	540	yciB		COG2917	putative intracellular septation protein A
MBBINGLK_04150	CDS	399		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
MBBINGLK_04151	CDS	717	tonB		COG0810	Protein TonB
MBBINGLK_04152	CDS	393				hypothetical protein
MBBINGLK_04153	CDS	1254	kch		COG1226	Voltage-gated potassium channel Kch
MBBINGLK_04154	CDS	1461	clsA	2.7.8.-	COG1502	Cardiolipin synthase A
MBBINGLK_04155	CDS	330				hypothetical protein
MBBINGLK_04156	CDS	1005	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MBBINGLK_04157	CDS	1014	oppD		COG0444	Oligopeptide transport ATP-binding protein OppD
MBBINGLK_04158	CDS	909	oppC		COG1173	Oligopeptide transport system permease protein OppC
MBBINGLK_04159	CDS	921	oppB		COG0601	Oligopeptide transport system permease protein OppB
MBBINGLK_04160	CDS	1677	oppA		COG4166	Periplasmic oligopeptide-binding protein
MBBINGLK_04161	CDS	162				hypothetical protein
MBBINGLK_04162	CDS	156				hypothetical protein
MBBINGLK_04163	CDS	648				hypothetical protein
MBBINGLK_04164	CDS	2676	adhE		COG1012	Aldehyde-alcohol dehydrogenase
MBBINGLK_04165	CDS	1206				hypothetical protein
MBBINGLK_04166	CDS	618	tdk	2.7.1.21	COG1435	Thymidine kinase
MBBINGLK_04167	CDS	414	hns_2		COG2916	DNA-binding protein H-NS
MBBINGLK_04168	CDS	909	galU	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
MBBINGLK_04169	CDS	1014	rssB		COG0784	Regulator of RpoS
MBBINGLK_04170	CDS	945			COG1752	putative NTE family protein
MBBINGLK_04171	CDS	459				hypothetical protein
MBBINGLK_04172	CDS	843	purU_1	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
MBBINGLK_04173	tRNA	85				tRNA-Tyr(gta)
MBBINGLK_04174	tRNA	85				tRNA-Tyr(gta)
MBBINGLK_04175	CDS	1200			COG3385	IS4 family transposase ISSfl1
MBBINGLK_04176	CDS	678	narI	1.7.5.1	COG2181	Respiratory nitrate reductase 1 gamma chain
MBBINGLK_04177	CDS	711	narJ		COG2180	Nitrate reductase molybdenum cofactor assembly chaperone NarJ
MBBINGLK_04178	CDS	1539	narH	1.7.5.1	COG1140	Respiratory nitrate reductase 1 beta chain
MBBINGLK_04179	CDS	3744	narG	1.7.5.1	COG5013	Respiratory nitrate reductase 1 alpha chain
MBBINGLK_04180	CDS	1392	narK		COG2223	Nitrate/nitrite transporter NarK
MBBINGLK_04181	CDS	219				hypothetical protein
MBBINGLK_04182	CDS	1797	narX	2.7.13.3		Nitrate/nitrite sensor protein NarX
MBBINGLK_04183	CDS	651	narL_2		COG2197	Nitrate/nitrite response regulator protein NarL
MBBINGLK_04184	CDS	1395				Invasin
MBBINGLK_04185	CDS	354	ychN		COG1553	Protein YchN
MBBINGLK_04186	CDS	696	chaC	4.3.2.7	COG3703	Glutathione-specific gamma-glutamylcyclotransferase
MBBINGLK_04187	CDS	231	chaB		COG4572	Putative cation transport regulator ChaB
MBBINGLK_04188	CDS	1101	chaA		COG0387	Sodium-potassium/proton antiporter ChaA
MBBINGLK_04189	CDS	108	ldrA			Small toxic polypeptide LdrA
MBBINGLK_04190	CDS	855	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
MBBINGLK_04191	CDS	810				hypothetical protein
MBBINGLK_04192	CDS	393	ychQ		COG3094	Protein YchQ
MBBINGLK_04193	CDS	834	prmC_1	2.1.1.297	COG2890	Release factor glutamine methyltransferase
MBBINGLK_04194	CDS	1083	prfA_2		COG0216	Peptide chain release factor RF1
MBBINGLK_04195	CDS	1326	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
MBBINGLK_04196	CDS	624	lolB_1		COG3017	Outer-membrane lipoprotein LolB
MBBINGLK_04197	CDS	852	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
MBBINGLK_04198	CDS	1014	prs_2	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
MBBINGLK_04199	CDS	1653	dauA		COG0659	C4-dicarboxylic acid transporter DauA
MBBINGLK_04200	CDS	279				hypothetical protein
MBBINGLK_04201	CDS	585	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
MBBINGLK_04202	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
MBBINGLK_04203	CDS	177				hypothetical protein
MBBINGLK_04204	CDS	1920	dhaR		COG3284	PTS-dependent dihydroxyacetone kinase operon regulatory protein
MBBINGLK_04205	CDS	1071	dhaK	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK
MBBINGLK_04206	CDS	633	dhaL	2.7.1.121	COG2376	PEP-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL
MBBINGLK_04207	CDS	1419	dhaM	2.7.1.121	COG1080	PEP-dependent dihydroxyacetone kinase, phosphoryl donor subunit DhaM
MBBINGLK_04208	CDS	1698	treA	3.2.1.28	COG1626	Periplasmic trehalase
MBBINGLK_04209	CDS	1023				hypothetical protein
MBBINGLK_04210	CDS	981			COG0609	putative ABC transporter permease protein
MBBINGLK_04211	CDS	759			COG1120	putative ABC transporter ATP-binding protein
MBBINGLK_04212	CDS	813	COQ5_2	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
MBBINGLK_04213	CDS	855	nadC_2	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
MBBINGLK_04214	CDS	1971	btuB_1			Vitamin B12 transporter BtuB
MBBINGLK_04215	CDS	255				hypothetical protein
MBBINGLK_04216	CDS	735	ycgR		COG5581	Flagellar brake protein YcgR
MBBINGLK_04217	CDS	612	emtA	4.2.2.-	COG0741	Endo-type membrane-bound lytic murein transglycosylase A
